"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description","module"
"KEGG","spis03022",4,25,50429,"50429.A0A2B4SC64,50429.A0A2B4SLH2,50429.A0A2B4SPH5,50429.A0A2B4SZE6","TAF4,TAF7,TAF11,TAF13",0.0026,0.0454,"Basal transcription factors","turquoise"
"KEGG","spis04146",6,60,50429,"50429.A0A2B4RDK9,50429.A0A2B4RRY8,50429.A0A2B4RWA3,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SQD7","XDH,CRAT,ACOX1,SCP2,Phyh,ACX2",0.0021,0.0454,"Peroxisome","turquoise"
"SMART","SM00487",13,114,50429,"50429.A0A2B4RBY8,50429.A0A2B4REN7,50429.A0A2B4RLT3,50429.A0A2B4RT09,50429.A0A2B4RVV9,50429.A0A2B4S2X6,50429.A0A2B4S355,50429.A0A2B4SMP0,50429.A0A2B4SR68,50429.A0A2B4ST78,50429.A0A2B4SUI9,50429.A0A2B4SUX9,50429.A0A2B4SWE7","Dhx15,DDX18,Ddx21,Dhx40,CHD1L,Ddx52,ascc3,Dhx34,Chd7,Chd1,Fancm,SNRNP200,Ddx10",1.86e-06,0.0011,"DEAD-like helicases superfamily","turquoise"
"SMART","SM00490",12,122,50429,"50429.A0A2B4REN7,50429.A0A2B4RLT3,50429.A0A2B4RT09,50429.A0A2B4RVV9,50429.A0A2B4S2X6,50429.A0A2B4S355,50429.A0A2B4SMP0,50429.A0A2B4SR68,50429.A0A2B4ST78,50429.A0A2B4SUI9,50429.A0A2B4SUX9,50429.A0A2B4SWE7","DDX18,Ddx21,Dhx40,CHD1L,Ddx52,ascc3,Dhx34,Chd7,Chd1,Fancm,SNRNP200,Ddx10",1.83e-05,0.0056,"Helicase superfamily c-terminal domain","turquoise"
"RCTM","MAP-8953854",40,728,50429,"50429.A0A2B4R4P4,50429.A0A2B4R9R1,50429.A0A2B4RBY8,50429.A0A2B4RDK5,50429.A0A2B4RGP9,50429.A0A2B4RIS5,50429.A0A2B4RP23,50429.A0A2B4RQF3,50429.A0A2B4RQK3,50429.A0A2B4RRB6,50429.A0A2B4RT09,50429.A0A2B4RV01,50429.A0A2B4RXG9,50429.A0A2B4RYH3,50429.A0A2B4S1I8,50429.A0A2B4S2N5,50429.A0A2B4S2X6,50429.A0A2B4S2Y2,50429.A0A2B4S4P0,50429.A0A2B4S7D0,50429.A0A2B4S7M3,50429.A0A2B4SBY8,50429.A0A2B4SCA5,50429.A0A2B4SD17,50429.A0A2B4SDM6,50429.A0A2B4SFA3,50429.A0A2B4SFS6,50429.A0A2B4SHX1,50429.A0A2B4SKQ7,50429.A0A2B4SKS4,50429.A0A2B4SMJ4,50429.A0A2B4SMP0,50429.A0A2B4SPR3,50429.A0A2B4SSL6,50429.A0A2B4SUX9,50429.A0A2B4SWG0,50429.A0A2B4SXL7,50429.A0A2B4SZ35,50429.A0A2B4SZI8,50429.A0A2B4SZU2","Xrn1,thoc5,Dhx15,THOC5,IMP4,ERF1,DHX15,XAB2,prpf18,CNOT11,Dhx40,RBM41,nup85,NSUN2,ppp1r10,Exosc10,Ddx52,Riok3,XRN1,POLR2C,RpL10,Ccdc12,rpl22,Rps9,PUS7L,CSTF3,Rsad1,tfb1m,cdkal1,NOL9,PRPF19,Dhx34,Cpsf7,CIRBP,SNRNP200,RPL37A,NGDN,MFAP1,Ranbp2,RANBP2",5.38e-08,5.44e-05,"Metabolism of RNA","turquoise"
"RCTM","MAP-1430728",71,2030,50429,"50429.A0A2B4R443,50429.A0A2B4R7I6,50429.A0A2B4R946,50429.A0A2B4RBB6,50429.A0A2B4RBJ5,50429.A0A2B4RCG0,50429.A0A2B4RD15,50429.A0A2B4RDK9,50429.A0A2B4RE05,50429.A0A2B4RED0,50429.A0A2B4REE6,50429.A0A2B4RFC7,50429.A0A2B4RFZ3,50429.A0A2B4RGM8,50429.A0A2B4RHB4,50429.A0A2B4RHI9,50429.A0A2B4RJJ8,50429.A0A2B4RJY9,50429.A0A2B4RLS9,50429.A0A2B4RMF4,50429.A0A2B4RMV4,50429.A0A2B4RRI3,50429.A0A2B4RRR4,50429.A0A2B4RRY8,50429.A0A2B4RV72,50429.A0A2B4RVC6,50429.A0A2B4RVX5,50429.A0A2B4RWA3,50429.A0A2B4RX84,50429.A0A2B4RYZ5,50429.A0A2B4S0I7,50429.A0A2B4S1D1,50429.A0A2B4S1D9,50429.A0A2B4S1Z3,50429.A0A2B4S3C5,50429.A0A2B4S6R1,50429.A0A2B4S761,50429.A0A2B4S883,50429.A0A2B4SDH3,50429.A0A2B4SDR8,50429.A0A2B4SDT9,50429.A0A2B4SFE1,50429.A0A2B4SFL6,50429.A0A2B4SG39,50429.A0A2B4SG69,50429.A0A2B4SGE9,50429.A0A2B4SHR7,50429.A0A2B4SIC5,50429.A0A2B4SIJ1,50429.A0A2B4SIM5,50429.A0A2B4SKY5,50429.A0A2B4SLC4,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SPI0,50429.A0A2B4SQD7,50429.A0A2B4SRI7,50429.A0A2B4SS10,50429.A0A2B4SS45,50429.A0A2B4SSC6,50429.A0A2B4ST97,50429.A0A2B4STQ3,50429.A0A2B4SU32,50429.A0A2B4SU59,50429.A0A2B4SV60,50429.A0A2B4SWJ6,50429.A0A2B4SXZ6,50429.A0A2B4SYE2,50429.A0A2B4SZW0,50429.A0A2B4SZZ6,50429.A0A2B4T180","NFS1,ACO1,HELZ2,bhmt,ETFB,Gldc,PFKM,XDH,SPR,Moxd1,PARP15,ACAD10,Arsj,PCTP,UQCRC2,gst-5,Dhrs1,ARNT,AMT,NAGA,moxd1,phyhd1,Arsb,CRAT,Chst11,PHYHD1,HSD17B8,ACOX1,Ddo,FDX1,SEPSECS,dgk,GLY3,MPST,Grhl2,ftcd,OSBPL11,PRODH,HADHB,aasdhppt,grhl2,Dmgdh,PPT1,Shpk,MLX,ASNS,coq6,fech,SMPD1,MMADHC,cyp120,cyb5d1,SCP2,Phyh,RAPGEF4,ACX2,ELOVL4,Helz2,RIMBP2,Elovl4,GCSH,GART,ARSJ,OPI3,phnW,slc25a43,UGT2A3,ETNPPL,ARSB,Grhpr,PC",1.22e-05,0.0062,"Metabolism","turquoise"
"RCTM","MAP-392499",64,1810,50429,"50429.A0A2B4R3Z6,50429.A0A2B4R542,50429.A0A2B4RBJ5,50429.A0A2B4RD32,50429.A0A2B4RDQ5,50429.A0A2B4RDT0,50429.A0A2B4REA1,50429.A0A2B4RFI6,50429.A0A2B4RGA0,50429.A0A2B4RGB3,50429.A0A2B4RGE3,50429.A0A2B4RGV9,50429.A0A2B4RIS5,50429.A0A2B4RJ09,50429.A0A2B4RJI8,50429.A0A2B4RNC1,50429.A0A2B4RQ20,50429.A0A2B4RRR4,50429.A0A2B4RRT4,50429.A0A2B4RSK9,50429.A0A2B4RUI2,50429.A0A2B4RUY8,50429.A0A2B4RVR7,50429.A0A2B4RXG9,50429.A0A2B4RZ62,50429.A0A2B4RZE4,50429.A0A2B4RZH5,50429.A0A2B4S0I6,50429.A0A2B4S0S3,50429.A0A2B4S196,50429.A0A2B4S1C7,50429.A0A2B4S1T9,50429.A0A2B4S4T2,50429.A0A2B4S584,50429.A0A2B4S617,50429.A0A2B4S6N4,50429.A0A2B4S7M3,50429.A0A2B4S922,50429.A0A2B4S993,50429.A0A2B4SAK9,50429.A0A2B4SCA5,50429.A0A2B4SCH6,50429.A0A2B4SD17,50429.A0A2B4SE01,50429.A0A2B4SES5,50429.A0A2B4SFS6,50429.A0A2B4SJQ8,50429.A0A2B4SLF9,50429.A0A2B4SLJ7,50429.A0A2B4SMM3,50429.A0A2B4SRQ0,50429.A0A2B4SRY5,50429.A0A2B4STH5,50429.A0A2B4SU32,50429.A0A2B4SVP3,50429.A0A2B4SVZ0,50429.A0A2B4SWG0,50429.A0A2B4SWZ2,50429.A0A2B4SXL9,50429.A0A2B4SZH5,50429.A0A2B4SZI8,50429.A0A2B4SZU2,50429.A0A2B4SZW0,50429.A0A2B4T1B1","Ank3,ANK3,ETFB,Dync1i2,FBXO31,ruvbl1,poc1a,FBXO7,COPE,Fbxl13,ubxn1,ADAMTS6,ERF1,BTBD3,Smad4,Trappc4,Btbd3,Arsb,ANKRD28,Rab35,Mrpl18,eff,BECN1,nup85,RAB43,Kin,pcna,Usp5,BCHE,Ttll4,TOP2A,PIGB,MRPL37,Sec22b,TADA2B,RRP12,RpL10,NUDT14,EDEM1,Ssr3,rpl22,ACHE,Rps9,STAM,eef1b,Rsad1,Galnt11,ARFGAP3,MRPL21,Exoc7,Calu,commd6,PRKCSH,ARSJ,MRPS18C,CHST11,RPL37A,Xrcc4,MRPS9,WDR48,Ranbp2,RANBP2,ARSB,CALU",2.51e-05,0.0085,"Metabolism of proteins","turquoise"
"RCTM","MAP-72203",19,296,50429,"50429.A0A2B4R9R1,50429.A0A2B4RBY8,50429.A0A2B4RDK5,50429.A0A2B4RP23,50429.A0A2B4RQF3,50429.A0A2B4RQK3,50429.A0A2B4RV01,50429.A0A2B4RXG9,50429.A0A2B4S1I8,50429.A0A2B4S7D0,50429.A0A2B4SBY8,50429.A0A2B4SFA3,50429.A0A2B4SMJ4,50429.A0A2B4SMP0,50429.A0A2B4SPR3,50429.A0A2B4SUX9,50429.A0A2B4SZ35,50429.A0A2B4SZI8,50429.A0A2B4SZU2","thoc5,Dhx15,THOC5,DHX15,XAB2,prpf18,RBM41,nup85,ppp1r10,POLR2C,Ccdc12,CSTF3,PRPF19,Dhx34,Cpsf7,SNRNP200,MFAP1,Ranbp2,RANBP2",2.53e-05,0.0085,"Processing of Capped Intron-Containing Pre-mRNA","turquoise"
"RCTM","MAP-2500257",10,94,50429,"50429.A0A2B4RAM5,50429.A0A2B4RD32,50429.A0A2B4RXG9,50429.A0A2B4SFB1,50429.A0A2B4SGU5,50429.A0A2B4SHG4,50429.A0A2B4SHK5,50429.A0A2B4SS08,50429.A0A2B4SZI8,50429.A0A2B4SZU2","CCNB3,Dync1i2,nup85,SMC1A,rcc2,smc1a,Smc1a,NDC80,Ranbp2,RANBP2",4.93e-05,0.01,"Resolution of Sister Chromatid Cohesion","turquoise"
"RCTM","MAP-390918",6,29,50429,"50429.A0A2B4RRI3,50429.A0A2B4RVC6,50429.A0A2B4RWA3,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SQD7","phyhd1,PHYHD1,ACOX1,SCP2,Phyh,ACX2",6.49e-05,0.011,"Peroxisomal lipid metabolism","turquoise"
"RCTM","MAP-556833",29,630,50429,"50429.A0A2B4R946,50429.A0A2B4RFC7,50429.A0A2B4RGM8,50429.A0A2B4RHI9,50429.A0A2B4RJJ8,50429.A0A2B4RMF4,50429.A0A2B4RRI3,50429.A0A2B4RRR4,50429.A0A2B4RRY8,50429.A0A2B4RVC6,50429.A0A2B4RVX5,50429.A0A2B4RWA3,50429.A0A2B4RYZ5,50429.A0A2B4S3C5,50429.A0A2B4S761,50429.A0A2B4SDH3,50429.A0A2B4SDT9,50429.A0A2B4SFL6,50429.A0A2B4SIJ1,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SQD7,50429.A0A2B4SRI7,50429.A0A2B4SS10,50429.A0A2B4SS45,50429.A0A2B4SSC6,50429.A0A2B4SU32,50429.A0A2B4SU59,50429.A0A2B4SZW0","HELZ2,ACAD10,PCTP,gst-5,Dhrs1,NAGA,phyhd1,Arsb,CRAT,PHYHD1,HSD17B8,ACOX1,FDX1,Grhl2,OSBPL11,HADHB,grhl2,PPT1,SMPD1,SCP2,Phyh,ACX2,ELOVL4,Helz2,RIMBP2,Elovl4,ARSJ,OPI3,ARSB",8.43e-05,0.0122,"Metabolism of lipids","turquoise"
"RCTM","MAP-8978868",14,198,50429,"50429.A0A2B4RFC7,50429.A0A2B4RGM8,50429.A0A2B4RHI9,50429.A0A2B4RRI3,50429.A0A2B4RVC6,50429.A0A2B4RVX5,50429.A0A2B4RWA3,50429.A0A2B4SDH3,50429.A0A2B4SFL6,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SQD7,50429.A0A2B4SRI7,50429.A0A2B4SSC6","ACAD10,PCTP,gst-5,phyhd1,PHYHD1,HSD17B8,ACOX1,HADHB,PPT1,SCP2,Phyh,ACX2,ELOVL4,Elovl4",0.00011,0.0142,"Fatty acid metabolism","turquoise"
"RCTM","MAP-389661",6,34,50429,"50429.A0A2B4RCG0,50429.A0A2B4RLS9,50429.A0A2B4RX84,50429.A0A2B4ST97,50429.A0A2B4SV60,50429.A0A2B4SZZ6","Gldc,AMT,Ddo,GCSH,phnW,Grhpr",0.00014,0.0159,"Glyoxylate metabolism and glycine degradation","turquoise"
"RCTM","MAP-68884",4,12,50429,"50429.A0A2B4RXI7,50429.A0A2B4SFB1,50429.A0A2B4SHG4,50429.A0A2B4SHK5","KIF23,SMC1A,smc1a,Smc1a",0.00025,0.0249,"Mitotic Telophase/Cytokinesis","turquoise"
"RCTM","MAP-68877",12,168,50429,"50429.A0A2B4RAM5,50429.A0A2B4RD32,50429.A0A2B4RJM9,50429.A0A2B4RXG9,50429.A0A2B4SFB1,50429.A0A2B4SGU5,50429.A0A2B4SHG4,50429.A0A2B4SHK5,50429.A0A2B4SKQ0,50429.A0A2B4SS08,50429.A0A2B4SZI8,50429.A0A2B4SZU2","CCNB3,Dync1i2,EML6,nup85,SMC1A,rcc2,smc1a,Smc1a,TUBGCP6,NDC80,Ranbp2,RANBP2",0.00031,0.0288,"Mitotic Prometaphase","turquoise"
"RCTM","MAP-211000",8,81,50429,"50429.A0A2B4R957,50429.A0A2B4RHX1,50429.A0A2B4RL65,50429.A0A2B4RQT5,50429.A0A2B4RXG9,50429.A0A2B4S7D0,50429.A0A2B4SZI8,50429.A0A2B4SZU2","Ago2,TDRD1,XPO5,Ipo7,nup85,POLR2C,Ranbp2,RANBP2",0.00044,0.0372,"Gene Silencing by RNA","turquoise"
"RCTM","MAP-74160",43,1213,50429,"50429.A0A2B4R4P3,50429.A0A2B4R957,50429.A0A2B4R9R1,50429.A0A2B4RCX0,50429.A0A2B4RD47,50429.A0A2B4RDK5,50429.A0A2B4RHX1,50429.A0A2B4RJI8,50429.A0A2B4RJY9,50429.A0A2B4RL65,50429.A0A2B4RLB9,50429.A0A2B4RQT5,50429.A0A2B4RR32,50429.A0A2B4RRB6,50429.A0A2B4RT42,50429.A0A2B4RUD7,50429.A0A2B4RX73,50429.A0A2B4RXG9,50429.A0A2B4RY69,50429.A0A2B4RZH5,50429.A0A2B4S660,50429.A0A2B4S7D0,50429.A0A2B4S8Z5,50429.A0A2B4SBF4,50429.A0A2B4SC64,50429.A0A2B4SCI7,50429.A0A2B4SDP0,50429.A0A2B4SEQ5,50429.A0A2B4SFA3,50429.A0A2B4SFE4,50429.A0A2B4SGE8,50429.A0A2B4SL80,50429.A0A2B4SLH2,50429.A0A2B4SMH4,50429.A0A2B4SPH5,50429.A0A2B4SPR3,50429.A0A2B4SRG4,50429.A0A2B4STD9,50429.A0A2B4SWD6,50429.A0A2B4SX11,50429.A0A2B4SZE6,50429.A0A2B4SZI8,50429.A0A2B4SZU2","Polrmt,Ago2,thoc5,HLX,SUPT6H,THOC5,TDRD1,Smad4,ARNT,XPO5,Hlx,Ipo7,Nbn,CNOT11,Ints1,Tmtc2,TMTC1,nup85,ZBTB49,pcna,ZNF341,POLR2C,Bola3,ssu72,TAF4,PcgF3,NDRG3,hes4-a,CSTF3,POLR1A,DEK,Med15,TAF7,Baz1a,TAF11,Cpsf7,LZTR1,L3mbtl3,Crebbp,CREBBP,TAF13,Ranbp2,RANBP2",0.00055,0.0426,"Gene expression (Transcription)","turquoise"
"RCTM","MAP-6783984",3,6,50429,"50429.A0A2B4RCG0,50429.A0A2B4RLS9,50429.A0A2B4ST97","Gldc,AMT,GCSH",0.00063,0.0429,"Glycine degradation","turquoise"
"RCTM","MAP-9033241",8,85,50429,"50429.A0A2B4RRI3,50429.A0A2B4RVC6,50429.A0A2B4RWA3,50429.A0A2B4RX84,50429.A0A2B4SNM5,50429.A0A2B4SNT4,50429.A0A2B4SQD7,50429.A0A2B4SV60","phyhd1,PHYHD1,ACOX1,Ddo,SCP2,Phyh,ACX2,phnW",0.00059,0.0429,"Peroxisomal protein import","turquoise"
"RCTM","MAP-3214815",4,17,50429,"50429.A0A2B4R5H7,50429.A0A2B4RGH8,50429.A0A2B4S763,50429.A0A2B4SBJ8","brms1la,Hmg20a,PHF21A,HMG20A",0.00075,0.0473,"HDACs deacetylate histones","turquoise"
"COMPARTMENTS","GOCC:0005856",8,522,50429,"50429.A0A2B4R775,50429.A0A2B4RBU3,50429.A0A2B4RDW3,50429.A0A2B4RXX2,50429.A0A2B4RYT9,50429.A0A2B4S2Z7,50429.A0A2B4SW93,50429.A0A2B4T1E2","cdadc1,SPEF1,Dnah5,Cpa2,CPA2,Cdadc1,DNAH5,Cep57",1.43e-05,0.0093,"Cytoskeleton","sienna3"
"COMPARTMENTS","GOCC:0015630",7,340,50429,"50429.A0A2B4R775,50429.A0A2B4RDW3,50429.A0A2B4RXX2,50429.A0A2B4RYT9,50429.A0A2B4S2Z7,50429.A0A2B4SW93,50429.A0A2B4T1E2","cdadc1,Dnah5,Cpa2,CPA2,Cdadc1,DNAH5,Cep57",8.07e-06,0.0093,"Microtubule cytoskeleton","sienna3"
"COMPARTMENTS","GOCC:0044306",3,20,50429,"50429.A0A2B4RCA5,50429.A0A2B4RF82,50429.A0A2B4RL25","slc32a1,Slc32a1,SLC32A1",1.53e-05,0.0093,"Neuron projection terminus","sienna3"
"COMPARTMENTS","GOCC:0030054",6,307,50429,"50429.A0A2B4R585,50429.A0A2B4RBF3,50429.A0A2B4RCA5,50429.A0A2B4RF82,50429.A0A2B4RL25,50429.A0A2B4SEY3","Cntnap2,CNTNAP2,slc32a1,Slc32a1,SLC32A1,Chrna5",5.02e-05,0.0145,"Cell junction","sienna3"
"Process","GO:0009987",43,12655,50429,"50429.A0A2B4R1F9,50429.A0A2B4R3Q1,50429.A0A2B4R585,50429.A0A2B4R628,50429.A0A2B4R775,50429.A0A2B4R8U0,50429.A0A2B4R8V6,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF3,50429.A0A2B4RBF6,50429.A0A2B4RCA5,50429.A0A2B4RDW3,50429.A0A2B4RF82,50429.A0A2B4RH14,50429.A0A2B4RHT5,50429.A0A2B4RKF8,50429.A0A2B4RL25,50429.A0A2B4RMA3,50429.A0A2B4RMJ4,50429.A0A2B4RQC8,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4S0F7,50429.A0A2B4S1R0,50429.A0A2B4S296,50429.A0A2B4S2K4,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S5K8,50429.A0A2B4S5L1,50429.A0A2B4S6P8,50429.A0A2B4S7W7,50429.A0A2B4S864,50429.A0A2B4SEY3,50429.A0A2B4SF44,50429.A0A2B4SLQ8,50429.A0A2B4SV79,50429.A0A2B4SW93,50429.A0A2B4SWL0,50429.A0A2B4SXB8,50429.A0A2B4SZW3,50429.A0A2B4T1E2","PRKD1,Fat4,Cntnap2,GPSM2,cdadc1,FAT4,DTD2,ire-1,Paqr3,CNTNAP2,Zc3h15,slc32a1,Dnah5,Slc32a1,ACSM3,CERK,MAP3K2,SLC32A1,Tat,RIC1,tor,Cerk,Acsm3,Eefsec,Pstk,Aspscr1,Gpsm2,Cdadc1,Usp48,Als2,nxn,ARHGAP12,gpkow,NFYC,Chrna5,USP32,NT5DC1,Vwa5a,DNAH5,cdc123,ATG9A,Clhc1,Cep57",2.05e-06,0.0088,"Cellular process","sienna3"
"Process","GO:1901564",21,3867,50429,"50429.A0A2B4R1F9,50429.A0A2B4R775,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF6,50429.A0A2B4RH14,50429.A0A2B4RHT5,50429.A0A2B4RKF8,50429.A0A2B4RMA3,50429.A0A2B4RQC8,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4RXX2,50429.A0A2B4RYT9,50429.A0A2B4S0F7,50429.A0A2B4S1R0,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S864,50429.A0A2B4SF44,50429.A0A2B4SLQ8","PRKD1,cdadc1,ire-1,Paqr3,Zc3h15,ACSM3,CERK,MAP3K2,Tat,tor,Cerk,Acsm3,Cpa2,CPA2,Eefsec,Pstk,Cdadc1,Usp48,NFYC,USP32,NT5DC1",1.74e-05,0.0188,"Organonitrogen compound metabolic process","sienna3"
"Process","GO:0001514",2,3,50429,"50429.A0A2B4S0F7,50429.A0A2B4S1R0","Eefsec,Pstk",4.37e-05,0.0242,"Selenocysteine incorporation","sienna3"
"Process","GO:0015800",3,25,50429,"50429.A0A2B4RCA5,50429.A0A2B4RF82,50429.A0A2B4RL25","slc32a1,Slc32a1,SLC32A1",2.81e-05,0.0242,"Acidic amino acid transport","sienna3"
"Process","GO:0044237",24,5047,50429,"50429.A0A2B4R1F9,50429.A0A2B4R775,50429.A0A2B4R8V6,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF6,50429.A0A2B4RH14,50429.A0A2B4RHT5,50429.A0A2B4RKF8,50429.A0A2B4RMA3,50429.A0A2B4RQC8,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4S0F7,50429.A0A2B4S1R0,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S5K8,50429.A0A2B4S7W7,50429.A0A2B4S864,50429.A0A2B4SF44,50429.A0A2B4SLQ8,50429.A0A2B4SV79,50429.A0A2B4SXB8","PRKD1,cdadc1,DTD2,ire-1,Paqr3,Zc3h15,ACSM3,CERK,MAP3K2,Tat,tor,Cerk,Acsm3,Eefsec,Pstk,Cdadc1,Usp48,Als2,gpkow,NFYC,USP32,NT5DC1,Vwa5a,ATG9A",2.97e-05,0.0242,"Cellular metabolic process","sienna3"
"Component","GO:0005737",36,7664,50429,"50429.A0A2B4R1F9,50429.A0A2B4R628,50429.A0A2B4R775,50429.A0A2B4R8V6,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF6,50429.A0A2B4RBU3,50429.A0A2B4RC66,50429.A0A2B4RCA5,50429.A0A2B4RDW3,50429.A0A2B4RF82,50429.A0A2B4RH14,50429.A0A2B4RKF8,50429.A0A2B4RL25,50429.A0A2B4RMA3,50429.A0A2B4RMJ4,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4RWR4,50429.A0A2B4S0F7,50429.A0A2B4S296,50429.A0A2B4S2K4,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S5K8,50429.A0A2B4S5L1,50429.A0A2B4S6P8,50429.A0A2B4SF44,50429.A0A2B4SLQ8,50429.A0A2B4SSG6,50429.A0A2B4SW93,50429.A0A2B4SWL0,50429.A0A2B4SXB8,50429.A0A2B4SZW3,50429.A0A2B4T1E2","PRKD1,GPSM2,cdadc1,DTD2,ire-1,Paqr3,Zc3h15,SPEF1,Fgd6,slc32a1,Dnah5,Slc32a1,ACSM3,MAP3K2,SLC32A1,Tat,RIC1,Cerk,Acsm3,Ankrd13d,Eefsec,Aspscr1,Gpsm2,Cdadc1,Usp48,Als2,nxn,ARHGAP12,USP32,NT5DC1,FGD6,DNAH5,cdc123,ATG9A,Clhc1,Cep57",1.67e-08,1.47e-05,"Cytoplasm","sienna3"
"Component","GO:0110165",50,17259,50429,"50429.A0A2B4R1F9,50429.A0A2B4R3Q1,50429.A0A2B4R585,50429.A0A2B4R628,50429.A0A2B4R775,50429.A0A2B4R8U0,50429.A0A2B4R8V6,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF3,50429.A0A2B4RBF6,50429.A0A2B4RBU3,50429.A0A2B4RC66,50429.A0A2B4RCA5,50429.A0A2B4RDW3,50429.A0A2B4RF82,50429.A0A2B4RH14,50429.A0A2B4RHT5,50429.A0A2B4RKF8,50429.A0A2B4RL25,50429.A0A2B4RMA3,50429.A0A2B4RMJ4,50429.A0A2B4RQC8,50429.A0A2B4RQW5,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4RWR4,50429.A0A2B4RXX2,50429.A0A2B4RYT9,50429.A0A2B4S0F7,50429.A0A2B4S296,50429.A0A2B4S2K4,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S5K8,50429.A0A2B4S5L1,50429.A0A2B4S6P8,50429.A0A2B4S7W7,50429.A0A2B4S864,50429.A0A2B4SEY3,50429.A0A2B4SF44,50429.A0A2B4SLQ8,50429.A0A2B4SSG6,50429.A0A2B4SV79,50429.A0A2B4SW93,50429.A0A2B4SWL0,50429.A0A2B4SXB8,50429.A0A2B4SZW3,50429.A0A2B4T0L9,50429.A0A2B4T1E2","PRKD1,Fat4,Cntnap2,GPSM2,cdadc1,FAT4,DTD2,ire-1,Paqr3,CNTNAP2,Zc3h15,SPEF1,Fgd6,slc32a1,Dnah5,Slc32a1,ACSM3,CERK,MAP3K2,SLC32A1,Tat,RIC1,tor,hex,Cerk,Acsm3,Ankrd13d,Cpa2,CPA2,Eefsec,Aspscr1,Gpsm2,Cdadc1,Usp48,Als2,nxn,ARHGAP12,gpkow,NFYC,Chrna5,USP32,NT5DC1,FGD6,Vwa5a,DNAH5,cdc123,ATG9A,Clhc1,TAGLN2,Cep57",9.29e-07,0.00041,"Cellular anatomical entity","sienna3"
"Component","GO:0005622",39,10794,50429,"50429.A0A2B4R1F9,50429.A0A2B4R628,50429.A0A2B4R775,50429.A0A2B4R8V6,50429.A0A2B4RAB7,50429.A0A2B4RBF2,50429.A0A2B4RBF6,50429.A0A2B4RBU3,50429.A0A2B4RC66,50429.A0A2B4RCA5,50429.A0A2B4RDW3,50429.A0A2B4RF82,50429.A0A2B4RH14,50429.A0A2B4RKF8,50429.A0A2B4RL25,50429.A0A2B4RMA3,50429.A0A2B4RMJ4,50429.A0A2B4RRN1,50429.A0A2B4RVX7,50429.A0A2B4RWR4,50429.A0A2B4S0F7,50429.A0A2B4S296,50429.A0A2B4S2K4,50429.A0A2B4S2Z7,50429.A0A2B4S471,50429.A0A2B4S5K8,50429.A0A2B4S5L1,50429.A0A2B4S6P8,50429.A0A2B4S7W7,50429.A0A2B4S864,50429.A0A2B4SF44,50429.A0A2B4SLQ8,50429.A0A2B4SSG6,50429.A0A2B4SW93,50429.A0A2B4SWL0,50429.A0A2B4SXB8,50429.A0A2B4SZW3,50429.A0A2B4T0L9,50429.A0A2B4T1E2","PRKD1,GPSM2,cdadc1,DTD2,ire-1,Paqr3,Zc3h15,SPEF1,Fgd6,slc32a1,Dnah5,Slc32a1,ACSM3,MAP3K2,SLC32A1,Tat,RIC1,Cerk,Acsm3,Ankrd13d,Eefsec,Aspscr1,Gpsm2,Cdadc1,Usp48,Als2,nxn,ARHGAP12,gpkow,NFYC,USP32,NT5DC1,FGD6,DNAH5,cdc123,ATG9A,Clhc1,TAGLN2,Cep57",4.42e-06,0.0013,"Intracellular anatomical structure","sienna3"
"Component","GO:0030658",4,59,50429,"50429.A0A2B4RCA5,50429.A0A2B4RF82,50429.A0A2B4RL25,50429.A0A2B4SZW3","slc32a1,Slc32a1,SLC32A1,Clhc1",9.63e-06,0.0021,"Transport vesicle membrane","sienna3"
